,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,1995_pop,1996_pop,1997_pop,1998_pop,1999_pop,2000_pop,2001_pop,2002_pop,2003_pop,2004_pop,2005_pop,2006_pop,2007_pop,2008_pop,2009_pop,2010_pop,2011_pop,2012_pop,2013_pop,2014_pop,2015_pop,2016_pop,2017_pop,2018_pop,1995_dpc,1996_dpc,1997_dpc,1998_dpc,1999_dpc,2000_dpc,2001_dpc,2002_dpc,2003_dpc,2004_dpc,2005_dpc,2006_dpc,2007_dpc,2008_dpc,2009_dpc,2010_dpc,2011_dpc,2012_dpc,2013_dpc,2014_dpc,2015_dpc,2016_dpc,2017_dpc,2018_dpc,CountryCode2,Continent,CountryName,1995_exp,1996_exp,1997_exp,1998_exp,1999_exp,2000_exp,2001_exp,2002_exp,2003_exp,2004_exp,2005_exp,2006_exp,2007_exp,2008_exp,2009_exp,2010_exp,2011_exp,2012_exp,2013_exp,2014_exp,2015_exp,2016_exp,2017_exp,2018_exp
16,BFA,,,,,,,,,,,,,,,,,,,,,,,,,10089878.0,10372745.0,10665546.0,10968724.0,11282701.0,11607942.0,11944587.0,12293100.0,12654621.0,13030569.0,13421930.0,13829176.0,14252021.0,14689725.0,15141098.0,15605217.0,16081911.0,16571246.0,17072775.0,17586017.0,18110624.0,18646378.0,19193284.0,19751535.0,,,,,,,,,,,,,,,,,,,,,,,,,BF,Africa,Burkina Faso,,,,,,30000000.0,35000000.0,36000000.0,50000000.0,67000000.0,74000000.0,84000000.0,93000000.0,110000000.0,111000000.0,110000000.0,129000000.0,146000000.0,215000000.0,176000000.0,160000000.0,176000000.0,181000000.0,
17,BGD,830000.0,911000.0,866000.0,992000.0,1103000.0,1128000.0,1075000.0,1158000.0,1414000.0,1565000.0,1767000.0,1819000.0,2327000.0,875000.0,2254000.0,1913000.0,2127000.0,2273000.0,1460000.0,,,,,,115169930.0,117649932.0,120160564.0,122682815.0,125189651.0,127657854.0,130088702.0,132478086.0,134791603.0,136986432.0,139035505.0,140921167.0,142660376.0,144304167.0,145924797.0,147575430.0,149273778.0,151007807.0,152764676.0,154520167.0,156256276.0,157970840.0,159670593.0,161356039.0,0.007206742246001191,0.007743310892861375,0.007207023429084437,0.008085892062388689,0.008810632437980036,0.0088361190843769,0.008263592329486076,0.008741068315253286,0.010490267706067714,0.01142448910560719,0.012708983939030537,0.012907926032148173,0.01631146689253083,0.006063580963673766,0.015446312390621315,0.012962862449392829,0.014248986181618583,0.015052201903706873,0.009557183232594949,,,,,,BD,Asia,Bangladesh,234000000.0,251000000.0,314000000.0,294000000.0,375000000.0,471000000.0,341000000.0,309000000.0,389000000.0,442000000.0,371000000.0,481000000.0,530000000.0,735000000.0,651000000.0,835000000.0,819000000.0,889000000.0,1308000000.0,782000000.0,827000000.0,843000000.0,1127000000.0,1208000000.0
18,BGR,3524000.0,3006000.0,3059000.0,2592000.0,2376000.0,2337000.0,2730000.0,3188000.0,3403000.0,3882000.0,4235000.0,4180000.0,4515000.0,5727000.0,4993000.0,3676000.0,3803000.0,3758000.0,3930000.0,4158000.0,4632000.0,5392000.0,6228000.0,6699000.0,8406067.0,8362826.0,8312068.0,8256786.0,8210624.0,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,0.41922102214983537,0.3594478708513127,0.36801912592630376,0.31392360175012407,0.28938117249066575,0.28604048972286017,0.34086048168455496,0.40677995513936743,0.4376664801364624,0.5030543511220885,0.5529462700738428,0.5499260494180914,0.5983827364658814,0.764358141361812,0.6707016226734491,0.49705236857758245,0.5175326958731292,0.5143796346179957,0.5409411963884949,0.5755863353201537,0.6453059080179956,0.7564723137025587,0.8801648740444212,0.9535892835866915,BG,Europe,Bulgaria,312000000.0,314000000.0,355000000.0,654000000.0,747000000.0,764000000.0,836000000.0,1018000000.0,1467000000.0,1935000000.0,1858000000.0,2099000000.0,2142000000.0,2602000000.0,1955000000.0,975000000.0,1063000000.0,1096000000.0,1342000000.0,1459000000.0,1346000000.0,1636000000.0,2047000000.0,2247000000.0
19,BHR,,,,,,,,,,,,,,,,,,,,,4741000.0,,3136000.0,2868000.0,563697.0,578666.0,594931.0,613700.0,636541.0,664611.0,697545.0,735146.0,778708.0,829844.0,889164.0,958418.0,1035919.0,1114641.0,1185076.0,1240860.0,1278151.0,1299943.0,1315029.0,1336075.0,1371851.0,1425791.0,1494074.0,1569439.0,,,,,,,,,,,,,,,,,,,,,3.455914672949176,,2.098958953840305,1.827404569403462,BH,Asia,Bahrain,320000000.0,298000000.0,318000000.0,327000000.0,395000000.0,425000000.0,423000000.0,550000000.0,492000000.0,528000000.0,574000000.0,639000000.0,671000000.0,704000000.0,597000000.0,684000000.0,899000000.0,975000000.0,1001000000.0,758000000.0,4939000000.0,1921000000.0,4896000000.0,4023000000.0
20,BHS,,,,,,,,,,,,,,,,,,,,,,,,,280184.0,283978.0,287358.0,290597.0,294062.0,298051.0,302618.0,307660.0,313129.0,318894.0,324859.0,331033.0,337389.0,343681.0,349604.0,354942.0,359577.0,363584.0,367168.0,370633.0,374206.0,377931.0,381761.0,385640.0,,,,,,,,,,,,,,,,,,,,,,,,,BS,Americas,"Bahamas, The",241000000.0,279000000.0,310000000.0,310000000.0,310000000.0,348000000.0,342000000.0,338000000.0,404000000.0,469000000.0,528000000.0,541000000.0,538000000.0,460000000.0,386000000.0,369000000.0,347000000.0,384000000.0,362000000.0,328000000.0,347000000.0,440000000.0,554000000.0,536000000.0
21,BIH,,,,,,,,,,,,,,,,,,,,,,,,,3829050.0,3764425.0,3736070.0,3734337.0,3743354.0,3751176.0,3755512.0,3759387.0,3762173.0,3764194.0,3765331.0,3765424.0,3762786.0,3754271.0,3735938.0,3705472.0,3661175.0,3604972.0,3542605.0,3482104.0,3429361.0,3386267.0,3351527.0,3323929.0,,,,,,,,,,,,,,,,,,,,,,,,,BA,Europe,Bosnia and Herzegovina,,,,97000000.0,101000000.0,92000000.0,96000000.0,112000000.0,145000000.0,162000000.0,158000000.0,210000000.0,264000000.0,345000000.0,285000000.0,247000000.0,214000000.0,196000000.0,198000000.0,205000000.0,278000000.0,290000000.0,346000000.0,366000000.0
22,BLR,626000.0,703000.0,969000.0,901000.0,934000.0,1289000.0,1387000.0,1436000.0,1108000.0,515000.0,572000.0,525000.0,517000.0,380000.0,316000.0,415000.0,320000.0,493000.0,708000.0,741000.0,671000.0,467000.0,706000.0,836000.0,10194000.0,10160000.0,10117000.0,10069000.0,10026738.0,9979610.0,9928549.0,9865548.0,9796749.0,9730146.0,9663915.0,9604924.0,9560953.0,9527985.0,9506765.0,9490583.0,9473172.0,9464495.0,9465997.0,9474511.0,9489616.0,9501534.0,9498264.0,9483499.0,0.061408671767706494,0.06919291338582677,0.09577938123949788,0.08948257026517033,0.09315093303525035,0.1291633640993987,0.13969815730375104,0.14555704356210117,0.11309874326677145,0.05292829110683437,0.05918926232277498,0.05465946424979521,0.05407410746606536,0.03988251450857658,0.033239487880472485,0.04372755604160461,0.033779604128374316,0.052089414173709214,0.07479402328143565,0.07820984112003247,0.07070886746102266,0.049149958311994674,0.07432937218843359,0.08815311732515604,BY,Europe,Belarus,101000000.0,142000000.0,122000000.0,138000000.0,133000000.0,247000000.0,486000000.0,527000000.0,436000000.0,500000000.0,516000000.0,675000000.0,724000000.0,860000000.0,752000000.0,748000000.0,729000000.0,948000000.0,1333000000.0,1308000000.0,997000000.0,891000000.0,1082000000.0,1159000000.0
23,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,206963.0,213664.0,221580.0,230244.0,238988.0,247315.0,255063.0,262378.0,269425.0,276504.0,283800.0,291329.0,299025.0,306823.0,314655.0,322464.0,330237.0,338000.0,345715.0,353366.0,360933.0,368400.0,375769.0,383071.0,,,,,,,,,,,,,,,,,,,,,,,,,BZ,Americas,Belize,33000000.0,38000000.0,30000000.0,33000000.0,39000000.0,44000000.0,45000000.0,48000000.0,50000000.0,47000000.0,45000000.0,43000000.0,46000000.0,44000000.0,43000000.0,39000000.0,37000000.0,39000000.0,42000000.0,51000000.0,50000000.0,55000000.0,53000000.0,50000000.0
24,BMU,,,,,,,140000.0,145000.0,141000.0,156000.0,161000.0,170000.0,181000.0,192000.0,,,,,,,,,,,59746.0,60129.0,60497.0,60943.0,61285.0,61833.0,62504.0,62912.0,63325.0,63740.0,64154.0,64523.0,64888.0,65273.0,65636.0,65124.0,64564.0,64798.0,65001.0,65138.0,65237.0,64554.0,63873.0,63920.0,,,,,,,2.239856649174453,2.3048067141403865,2.2266087643110937,2.447442736115469,2.509586307946504,2.634719402383646,2.7894217729009987,2.9414918879169027,,,,,,,,,,,BM,Americas,Bermuda,,,,,,,,243000000.0,248000000.0,217000000.0,239000000.0,394000000.0,453000000.0,459000000.0,407000000.0,417000000.0,326000000.0,327000000.0,322000000.0,378000000.0,363000000.0,373000000.0,369000000.0,340000000.0
25,BOL,249000.0,269000.0,285000.0,299000.0,253000.0,201000.0,222000.0,217000.0,304000.0,346000.0,386000.0,472000.0,526000.0,589000.0,518000.0,604000.0,775000.0,788000.0,837000.0,932000.0,965000.0,940000.0,997000.0,1060000.0,7622338.0,7779267.0,7937458.0,8096761.0,8257066.0,8418264.0,8580235.0,8742814.0,8905823.0,9069039.0,9232306.0,9395446.0,9558439.0,9721454.0,9884781.0,10048590.0,10212954.0,10377676.0,10542376.0,10706517.0,10869730.0,11031813.0,11192854.0,11353142.0,0.0326671422862644,0.03457909337730663,0.03590570180024889,0.036928347026669056,0.030640423608095175,0.02387665675488438,0.02587341721992463,0.02482038391758077,0.03413496989553913,0.03815178212377298,0.0418097060474382,0.050237104231134956,0.05502990603381996,0.06058764460542631,0.052403791242314826,0.06010793554120528,0.0758840194521585,0.07593222220466317,0.07939386718895247,0.08704978472457477,0.08877865411560361,0.08520811583735148,0.08907468997630096,0.09336622408140408,BO,Americas,Bolivia,72000000.0,87000000.0,96000000.0,98000000.0,117000000.0,116000000.0,114000000.0,114000000.0,197000000.0,232000000.0,257000000.0,360000000.0,385000000.0,381000000.0,388000000.0,421000000.0,410000000.0,502000000.0,660000000.0,953000000.0,849000000.0,960000000.0,1034000000.0,1081000000.0
26,BRA,2600000.0,3797000.0,4014000.0,4171000.0,2863000.0,3228000.0,2674000.0,2338000.0,3229000.0,2968000.0,3364000.0,3886000.0,4662000.0,5238000.0,4920000.0,6457000.0,7807000.0,8497000.0,8866000.0,9617000.0,9478000.0,8872000.0,10610000.0,10628000.0,162019896.0,164614688.0,167209040.0,169785250.0,172318675.0,174790340.0,177196054.0,179537520.0,181809246.0,184006481.0,186127103.0,188167356.0,190130443.0,192030362.0,193886508.0,195713635.0,197514534.0,199287296.0,201035903.0,202763735.0,204471769.0,206163058.0,207833831.0,209469333.0,0.016047411856134015,0.02306598546054408,0.024005879107971674,0.024566327169174,0.01661456600684749,0.01846783981311553,0.015090629501264176,0.013022347640760549,0.017760372869045395,0.01612986664312112,0.01807367087210292,0.020651828683823353,0.02452000808728984,0.02727693655027323,0.02537566977068874,0.0329920804955669,0.0395262051956136,0.042636937579804385,0.04410157522957479,0.04742958596614922,0.046353587325788724,0.043033897954695643,0.051050399008427075,0.050737737346974794,BR,Americas,Brazil,3982000000.0,4988000000.0,6208000000.0,6019000000.0,3551000000.0,4548000000.0,3765000000.0,2929000000.0,2874000000.0,3752000000.0,5905000000.0,7501000000.0,10434000000.0,13269000000.0,12897000000.0,18883000000.0,24608000000.0,26008000000.0,29286000000.0,29998000000.0,20356000000.0,17068000000.0,22991000000.0,22229000000.0
