,CountryCode,1995_dep,1996_dep,1997_dep,1998_dep,1999_dep,2000_dep,2001_dep,2002_dep,2003_dep,2004_dep,2005_dep,2006_dep,2007_dep,2008_dep,2009_dep,2010_dep,2011_dep,2012_dep,2013_dep,2014_dep,2015_dep,2016_dep,2017_dep,2018_dep,Country Name_exp,1995_exp,1996_exp,1997_exp,1998_exp,1999_exp,2000_exp,2001_exp,2002_exp,2003_exp,2004_exp,2005_exp,2006_exp,2007_exp,2008_exp,2009_exp,2010_exp,2011_exp,2012_exp,2013_exp,2014_exp,2015_exp,2016_exp,2017_exp,2018_exp,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
14,BEL,,5645000.0,7548000.0,7776000.0,6410000.0,7932000.0,6570000.0,6773000.0,7268000.0,8783000.0,9327000.0,7852000.0,8371000.0,8887000.0,8775000.0,8801000.0,9727000.0,9576000.0,10803000.0,10991000.0,10835000.0,13372000.0,12142000.0,13098000.0,Belgium,8115000000.0,8591000000.0,7895000000.0,8311000000.0,9775000000.0,9429000000.0,10878000000.0,11270000000.0,13402000000.0,15456000000.0,16771000000.0,17891000000.0,19211000000.0,19523000000.0,20813000000.0,20884000000.0,22836000000.0,22357000000.0,24507000000.0,26444000000.0,15856000000.0,16522000000.0,17835000000.0,20830000000.0,,0.0006570829938307531,0.0009560481317289423,0.0009356274816508242,0.0006557544757033249,0.0008412344893413935,0.0006039713182570325,0.0006009760425909495,0.0005423071183405461,0.000568258281573499,0.0005561385725359251,0.00043887988374042815,0.00043573994065899746,0.0004552066793013369,0.0004216114928169894,0.00042142309902317565,0.0004259502539849361,0.0004283222257011227,0.0004408128289876362,0.000415633035849342,0.0006833375378405651,0.0008093451156034378,0.0006807961872722176,0.000628804608737398
15,BEN,,,,,,,,,,,,,,,,,,,,,,,,,Benin,48000000.0,51000000.0,34000000.0,32000000.0,63000000.0,50000000.0,48000000.0,49000000.0,53000000.0,59000000.0,58000000.0,71000000.0,107000000.0,102000000.0,88000000.0,91000000.0,81000000.0,96000000.0,39500000.0,54200000.0,141000000.0,87000000.0,148000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
16,BFA,,,,,,,,,,,,,,,,,,,,,,,,,Burkina Faso,,,,,,30000000.0,35000000.0,36000000.0,50000000.0,67000000.0,74000000.0,84000000.0,93000000.0,110000000.0,111000000.0,110000000.0,129000000.0,146000000.0,215000000.0,176000000.0,160000000.0,176000000.0,181000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,BGD,830000.0,911000.0,866000.0,992000.0,1103000.0,1128000.0,1075000.0,1158000.0,1414000.0,1565000.0,1767000.0,1819000.0,2327000.0,875000.0,2254000.0,1913000.0,2127000.0,2273000.0,1460000.0,,,,,,Bangladesh,234000000.0,251000000.0,314000000.0,294000000.0,375000000.0,471000000.0,341000000.0,309000000.0,389000000.0,442000000.0,371000000.0,481000000.0,530000000.0,735000000.0,651000000.0,835000000.0,819000000.0,889000000.0,1308000000.0,782000000.0,827000000.0,843000000.0,1127000000.0,1208000000.0,0.003547008547008547,0.0036294820717131474,0.0027579617834394905,0.0033741496598639455,0.002941333333333333,0.002394904458598726,0.0031524926686217008,0.0037475728155339804,0.003634961439588689,0.0035407239819004524,0.0047628032345013475,0.0037817047817047815,0.004390566037735849,0.0011904761904761906,0.0034623655913978493,0.0022910179640718564,0.002597069597069597,0.0025568053993250844,0.0011162079510703363,,,,,
18,BGR,3524000.0,3006000.0,3059000.0,2592000.0,2376000.0,2337000.0,2730000.0,3188000.0,3403000.0,3882000.0,4235000.0,4180000.0,4515000.0,5727000.0,4993000.0,3676000.0,3803000.0,3758000.0,3930000.0,4158000.0,4632000.0,5392000.0,6228000.0,6699000.0,Bulgaria,312000000.0,314000000.0,355000000.0,654000000.0,747000000.0,764000000.0,836000000.0,1018000000.0,1467000000.0,1935000000.0,1858000000.0,2099000000.0,2142000000.0,2602000000.0,1955000000.0,975000000.0,1063000000.0,1096000000.0,1342000000.0,1459000000.0,1346000000.0,1636000000.0,2047000000.0,2247000000.0,0.011294871794871795,0.009573248407643313,0.008616901408450704,0.003963302752293578,0.0031807228915662652,0.0030589005235602093,0.00326555023923445,0.0031316306483300587,0.002319700068166326,0.002006201550387597,0.0022793326157158236,0.0019914244878513577,0.0021078431372549018,0.002200999231360492,0.0025539641943734016,0.00377025641025641,0.00357761053621825,0.0034288321167883213,0.0029284649776453054,0.002849897189856066,0.0034413075780089153,0.003295843520782396,0.0030425012212994627,0.0029813084112149534
19,BHR,,,,,,,,,,,,,,,,,,,,,4741000.0,,3136000.0,2868000.0,Bahrain,320000000.0,298000000.0,318000000.0,327000000.0,395000000.0,425000000.0,423000000.0,550000000.0,492000000.0,528000000.0,574000000.0,639000000.0,671000000.0,704000000.0,597000000.0,684000000.0,899000000.0,975000000.0,1001000000.0,758000000.0,4939000000.0,1921000000.0,4896000000.0,4023000000.0,,,,,,,,,,,,,,,,,,,,,0.0009599109131403118,,0.0006405228758169935,0.0007129008202833707
20,BHS,,,,,,,,,,,,,,,,,,,,,,,,,"Bahamas, The",241000000.0,279000000.0,310000000.0,310000000.0,310000000.0,348000000.0,342000000.0,338000000.0,404000000.0,469000000.0,528000000.0,541000000.0,538000000.0,460000000.0,386000000.0,369000000.0,347000000.0,384000000.0,362000000.0,328000000.0,347000000.0,440000000.0,554000000.0,536000000.0,,,,,,,,,,,,,,,,,,,,,,,,
21,BIH,,,,,,,,,,,,,,,,,,,,,,,,,Bosnia and Herzegovina,,,,97000000.0,101000000.0,92000000.0,96000000.0,112000000.0,145000000.0,162000000.0,158000000.0,210000000.0,264000000.0,345000000.0,285000000.0,247000000.0,214000000.0,196000000.0,198000000.0,205000000.0,278000000.0,290000000.0,346000000.0,366000000.0,,,,,,,,,,,,,,,,,,,,,,,,
22,BLR,626000.0,703000.0,969000.0,901000.0,934000.0,1289000.0,1387000.0,1436000.0,1108000.0,515000.0,572000.0,525000.0,517000.0,380000.0,316000.0,415000.0,320000.0,493000.0,708000.0,741000.0,671000.0,467000.0,706000.0,836000.0,Belarus,101000000.0,142000000.0,122000000.0,138000000.0,133000000.0,247000000.0,486000000.0,527000000.0,436000000.0,500000000.0,516000000.0,675000000.0,724000000.0,860000000.0,752000000.0,748000000.0,729000000.0,948000000.0,1333000000.0,1308000000.0,997000000.0,891000000.0,1082000000.0,1159000000.0,0.006198019801980198,0.004950704225352113,0.007942622950819673,0.006528985507246377,0.007022556390977443,0.0052186234817813764,0.0028539094650205763,0.0027248576850094877,0.002541284403669725,0.00103,0.0011085271317829457,0.0007777777777777777,0.0007140883977900552,0.00044186046511627907,0.0004202127659574468,0.0005548128342245989,0.00043895747599451303,0.000520042194092827,0.0005311327831957989,0.0005665137614678899,0.0006730190571715146,0.0005241301907968574,0.0006524953789279113,0.000721311475409836
23,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,Belize,33000000.0,38000000.0,30000000.0,33000000.0,39000000.0,44000000.0,45000000.0,48000000.0,50000000.0,47000000.0,45000000.0,43000000.0,46000000.0,44000000.0,43000000.0,39000000.0,37000000.0,39000000.0,42000000.0,51000000.0,50000000.0,55000000.0,53000000.0,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,
24,BMU,,,,,,,140000.0,145000.0,141000.0,156000.0,161000.0,170000.0,181000.0,192000.0,,,,,,,,,,,Bermuda,,,,,,,,243000000.0,248000000.0,217000000.0,239000000.0,394000000.0,453000000.0,459000000.0,407000000.0,417000000.0,326000000.0,327000000.0,322000000.0,378000000.0,363000000.0,373000000.0,369000000.0,340000000.0,,,,,,,,0.0005967078189300411,0.0005685483870967742,0.0007188940092165898,0.0006736401673640167,0.0004314720812182741,0.00039955849889624723,0.0004183006535947712,,,,,,,,,,
25,BOL,249000.0,269000.0,285000.0,299000.0,253000.0,201000.0,222000.0,217000.0,304000.0,346000.0,386000.0,472000.0,526000.0,589000.0,518000.0,604000.0,775000.0,788000.0,837000.0,932000.0,965000.0,940000.0,997000.0,1060000.0,Bolivia,72000000.0,87000000.0,96000000.0,98000000.0,117000000.0,116000000.0,114000000.0,114000000.0,197000000.0,232000000.0,257000000.0,360000000.0,385000000.0,381000000.0,388000000.0,421000000.0,410000000.0,502000000.0,660000000.0,953000000.0,849000000.0,960000000.0,1034000000.0,1081000000.0,0.0034583333333333332,0.0030919540229885057,0.00296875,0.003051020408163265,0.0021623931623931626,0.001732758620689655,0.0019473684210526317,0.0019035087719298245,0.0015431472081218274,0.0014913793103448277,0.0015019455252918289,0.0013111111111111112,0.0013662337662337662,0.0015459317585301837,0.0013350515463917527,0.0014346793349168645,0.0018902439024390243,0.0015697211155378487,0.0012681818181818183,0.0009779643231899266,0.0011366313309776207,0.0009791666666666666,0.0009642166344294003,0.0009805735430157261
26,BRA,2600000.0,3797000.0,4014000.0,4171000.0,2863000.0,3228000.0,2674000.0,2338000.0,3229000.0,2968000.0,3364000.0,3886000.0,4662000.0,5238000.0,4920000.0,6457000.0,7807000.0,8497000.0,8866000.0,9617000.0,9478000.0,8872000.0,10610000.0,10628000.0,Brazil,3982000000.0,4988000000.0,6208000000.0,6019000000.0,3551000000.0,4548000000.0,3765000000.0,2929000000.0,2874000000.0,3752000000.0,5905000000.0,7501000000.0,10434000000.0,13269000000.0,12897000000.0,18883000000.0,24608000000.0,26008000000.0,29286000000.0,29998000000.0,20356000000.0,17068000000.0,22991000000.0,22229000000.0,0.0006529382219989955,0.0007612269446672013,0.0006465850515463918,0.0006929722545273301,0.0008062517600675866,0.0007097625329815304,0.0007102257636122178,0.000798224650051212,0.0011235212247738345,0.000791044776119403,0.0005696867061812024,0.0005180642580989201,0.00044680851063829785,0.00039475469138593714,0.00038148406606187485,0.00034194778372080705,0.0003172545513654096,0.0003267071670255306,0.0003027385098681964,0.0003205880392026135,0.0004656121045392022,0.0005198031403796579,0.00046148492888521594,0.00047811417517657114
27,BRB,,,,,,,,,,,,,,,,,,,,,,,,,Barbados,110000000.0,114000000.0,120000000.0,126000000.0,132000000.0,141000000.0,149000000.0,146000000.0,153000000.0,163000000.0,274000000.0,284000000.0,290000000.0,279000000.0,293000000.0,351000000.0,124000000.0,84000000.0,78000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BRN,,,,,,,,,,,,,,,,,,,,,,,,,Brunei Darussalam,,,,,,,456000000.0,398000000.0,469000000.0,382000000.0,374000000.0,408000000.0,430000000.0,459000000.0,477000000.0,,,591000000.0,624000000.0,616000000.0,459000000.0,499000000.0,504000000.0,585000000.0,,,,,,,,,,,,,,,,,,,,,,,,
29,BTN,,,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,,,,,,,,,22000000.0,26000000.0,65000000.0,34000000.0,43000000.0,58000000.0,69000000.0,67000000.0,42600000.0,44000000.0,52000000.0,63000000.0,79000000.0,,,,,,,,,,,,,,,,,,,,,,,,
30,BWA,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,153000000.0,92000000.0,104000000.0,138000000.0,155000000.0,209000000.0,215000000.0,197000000.0,235000000.0,280000000.0,283000000.0,280000000.0,282300000.0,229700000.0,232400000.0,298500000.0,316480000.0,332000000.0,262200000.0,277000000.0,256400000.0,237100000.0,253300000.0,269200000.0,,,,,,,,,,,,,,,,,,,,,,,,
31,CAF,,,,,,,,5000.0,6000.0,7000.0,8000.0,11000.0,,,,38000.0,,,,,,,,,Central African Republic,43000000.0,44000000.0,51000000.0,44000000.0,33000000.0,33000000.0,29000000.0,29000000.0,31000000.0,32000000.0,46000000.0,47000000.0,54000000.0,56000000.0,61000000.0,67000000.0,68000000.0,69000000.0,69800000.0,,,,,,,,,,,,,0.00017241379310344826,0.0001935483870967742,0.00021875,0.00017391304347826088,0.00023404255319148937,,,,0.0005671641791044777,,,,,,,,
32,CAN,18206000.0,18973000.0,19111000.0,17648000.0,18368000.0,19182000.0,18359000.0,17705000.0,17739000.0,19595000.0,21099000.0,22731000.0,25163000.0,27034000.0,26204000.0,28680000.0,30450000.0,32276000.0,32971000.0,33518000.0,32267000.0,31278000.0,33060000.0,26033000.0,Canada,12658000000.0,13815000000.0,14151000000.0,13384000000.0,13999000000.0,15125000000.0,14634000000.0,14257000000.0,16309000000.0,19267000000.0,22739000000.0,26067000000.0,31099000000.0,33843000000.0,30225000000.0,37225000000.0,41247000000.0,35032000000.0,35158000000.0,34444000000.0,30271000000.0,28936000000.0,31811000000.0,33581000000.0,0.001438299889398009,0.001373362287368802,0.001350505264645608,0.0013185893604303646,0.00131209372098007,0.0012682314049586778,0.0012545442121087878,0.0012418461106824717,0.0010876816481697222,0.0010170239269216795,0.0009278772153568758,0.0008720220969041317,0.0008091256953599794,0.0007988062524007919,0.0008669644334160463,0.0007704499664204164,0.0007382355080369482,0.0009213290705640557,0.000937795096421867,0.0009731157821391244,0.001065937696144825,0.001080937240807299,0.0010392631479676842,0.0007752300407968792
33,CHE,11148000.0,12061000.0,12515000.0,11891000.0,11815000.0,12240000.0,11554000.0,11427000.0,8774000.0,,,,,11147000.0,10453000.0,10011000.0,10466000.0,12098000.0,12403000.0,12518000.0,13601000.0,13857000.0,15318000.0,15285000.0,Switzerland,9478000000.0,9798000000.0,8944000000.0,8754000000.0,7646000000.0,7360000000.0,7085000000.0,7210000000.0,8614000000.0,9924000000.0,10548000000.0,11134000000.0,12236000000.0,13282000000.0,12990000000.0,13460000000.0,16483000000.0,17980000000.0,19093000000.0,19940000000.0,18762000000.0,18806000000.0,20277000000.0,20722000000.0,0.0011761975100232117,0.001230965503163911,0.001399262075134168,0.0013583504683573225,0.001545252419565786,0.0016630434782608696,0.0016307692307692308,0.0015848821081830792,0.0010185744137450662,,,,,0.0008392561361240778,0.0008046959199384142,0.0007437592867756315,0.0006349572286598313,0.0006728587319243604,0.0006496098046404441,0.0006277833500501505,0.0007249227161283445,0.0007368393066042753,0.0007554371948513093,0.0007376218511726667
34,CHI,,,,,,,,,,,,,,,,,,,,,,,,,Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,CHL,,,,,,1319000.0,1180000.0,1293000.0,1341000.0,1504000.0,1725000.0,1887000.0,2047000.0,1899500.0,1909300.0,2218700.0,2637600.0,2837100.0,2999000.0,3169000.0,3359000.0,3553000.0,3620000.0,3825000.0,Chile,934000000.0,977000000.0,1132000000.0,1174000000.0,1032000000.0,904000000.0,939000000.0,932000000.0,1109000000.0,1251000000.0,1114000000.0,1238000000.0,1408000000.0,1386000000.0,1511000000.0,1736000000.0,2085000000.0,2400000000.0,2499000000.0,2707000000.0,2518000000.0,2733000000.0,3063000000.0,3086000000.0,,,,,,0.001459070796460177,0.0012566560170394036,0.0013873390557939914,0.0012091974752028855,0.001202238209432454,0.0015484739676840215,0.001524232633279483,0.0014538352272727272,0.0013704906204906205,0.0012636002647253475,0.001278052995391705,0.0012650359712230216,0.001182125,0.001200080032012805,0.0011706686368673808,0.0013339952343129468,0.0013000365898280279,0.0011818478615736206,0.0012394685677252107
36,CHN,4520000.0,5061000.0,5324000.0,8426000.0,9232000.0,10473000.0,12133000.0,16602000.0,20222000.0,28853000.0,31026000.0,34524000.0,40954000.0,45844000.0,47656000.0,57386000.0,70250000.0,83182000.0,98185000.0,116593000.0,127860000.0,135130000.0,143035000.0,149720000.0,China,3688000000.0,4474000000.0,9220000000.0,9943000000.0,11621000000.0,14169000000.0,14992000000.0,16759000000.0,16716000000.0,21360000000.0,21759000000.0,24322000000.0,29786000000.0,36157000000.0,43702000000.0,54880000000.0,72585000000.0,101977000000.0,128576000000.0,227344000000.0,249831000000.0,250112000000.0,257875000000.0,277345000000.0,0.001225596529284165,0.0011312025033527046,0.0005774403470715835,0.0008474303530121693,0.0007944238877893469,0.0007391488460724116,0.0008092982924226254,0.0009906318992779998,0.0012097391720507298,0.0013507958801498127,0.0014258927340410864,0.0014194556368719677,0.0013749412475659705,0.0012679149265702354,0.0010904764084023614,0.0010456632653061224,0.0009678308190397465,0.0008156937348617826,0.0007636339596814335,0.0005128483707509326,0.0005117859673139042,0.0005402779554759468,0.0005546679592825981,0.0005398330599073356
37,CIV,,,,,,,,,,,,,,,,,,,,,,,,,Cote d'Ivoire,312000000.0,347000000.0,317000000.0,331000000.0,337000000.0,291000000.0,289000000.0,490000000.0,551000000.0,571000000.0,549000000.0,583000000.0,606000000.0,612000000.0,589000000.0,569000000.0,580000000.0,560000000.0,583000000.0,625000000.0,560000000.0,491000000.0,563000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
38,CMR,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon,140000000.0,155000000.0,175000000.0,210000000.0,192000000.0,241000000.0,199000000.0,205000000.0,272000000.0,394000000.0,480000000.0,521000000.0,466000000.0,563000000.0,476000000.0,265000000.0,622000000.0,668000000.0,795000000.0,830000000.0,742000000.0,818000000.0,845000000.0,915000000.0,,,,,,,,,,,,,,,,,,,,,,,,
39,COD,,,,50000.0,50000.0,,,,,,,,,,,,,,,,356000.0,424000.0,,,"Congo, Dem. Rep.",,,,,,,,,,,54000000.0,93000000.0,109000000.0,127000000.0,121000000.0,150000000.0,298000000.0,108000000.0,170000000.0,283000000.0,127000000.0,60000000.0,68000000.0,115000000.0,,,,,,,,,,,,,,,,,,,,,0.0028031496062992127,0.007066666666666666,,
40,COG,,,,,,,,,,,,,,,,,,161000.0,180000.0,,,,,,"Congo, Rep.",69000000.0,86000000.0,68000000.0,69000000.0,71000000.0,59000000.0,82000000.0,85000000.0,118000000.0,176000000.0,112000000.0,132000000.0,157000000.0,217000000.0,549000000.0,312000000.0,327000000.0,308000000.0,360000000.0,435000000.0,557000000.0,457000000.0,,,,,,,,,,,,,,,,,,,,0.0005227272727272727,0.0005,,,,,
